store,item,annual_sales,weekly_mean,weekly_std,coefficient_of_variation,abc_class,xyz_class,segment,xyz_low_threshold,xyz_high_threshold,demand_share,forecast_daily_mean,forecast_daily_std,forecast_total,residual_std,residual_bias,service_level,lead_time_days,review_period_days,safety_stock,reorder_point,target_inventory_position,target_coverage_days,operational_priority
3,22,37496,707.4716981132076,157.11627293842278,0.2220813544307768,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003493283794837587,85.34757576666667,13.945003714100773,7681.281819,11.789109289005383,-1.7550138685438368,0.95,7,7,52.0,650.0,1247.0,14.61084264899564,high
3,38,37773,712.6981132075472,157.3820174589476,0.22082564067784455,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003519090270492857,85.33601744444445,13.81864371526274,7680.24157,12.012852942201743,0.3691897922092014,0.95,7,7,53.0,651.0,1248.0,14.624539993473148,high
10,45,37615,709.7169811320755,157.76008773773822,0.2222859138668118,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0035043703313104285,85.05981095555555,13.9170266685011,7655.382986,11.624823566457698,-1.163545509620949,0.95,7,7,51.0,647.0,1242.0,14.601490246068796,high
10,25,36890,696.0377358490566,155.4215065634977,0.22329465567539653,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003436826306580931,84.99452625555556,13.956719417654094,7649.507363,11.640022923521883,-2.6076062520345054,0.95,7,7,51.0,646.0,1241.0,14.600940256654276,high
4,28,37826,713.6981132075472,159.56630945082415,0.22357675675180247,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0035240279716110133,84.79425386666666,13.275189426381656,7631.482848,12.565712670036744,-1.4084357650191694,0.95,7,7,55.0,649.0,1243.0,14.659012177340873,high
4,15,38101,718.8867924528302,158.04766325595457,0.21985055910778176,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0035496481189222022,84.67074286666667,13.054932344568854,7620.366858,11.65965605330504,-0.9634044505931713,0.95,7,7,51.0,644.0,1237.0,14.609532857742108,high
4,25,34602,652.8679245283018,147.63442866859305,0.22613215188241811,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0032236666809518397,83.17363525555555,13.166151707095146,7485.627173,12.06390759692837,-2.481139741120515,0.95,7,7,53.0,636.0,1218.0,14.644063545589034,high
2,11,37045,698.9622641509434,154.42809656976175,0.22093910428390803,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0034512667532472373,83.04804274444444,12.479089747327594,7474.323847,11.42914021184555,-1.6301146330656828,0.95,7,7,50.0,632.0,1213.0,14.606003463954536,high
2,12,36690,692.2641509433962,154.48688654124513,0.2231617603348594,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0034181934721727934,81.23633153333334,12.103362763113003,7311.269838,13.260491605743262,-0.7848332722981771,0.95,7,7,58.0,627.0,1196.0,14.722476722244044,high
4,18,36464,688.0,153.93067870360943,0.22373645160408348,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0033971383692915982,81.0838817,12.134470552548635,7297.549353,12.84838578376073,-1.4236273023817274,0.95,7,7,56.0,624.0,1192.0,14.700825552607947,high
9,25,34929,659.0377358490566,146.40761884653918,0.22215362016852977,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003254131365209144,80.9456383888889,12.256351031612574,7285.107455,12.46111800234867,-1.1147304393627024,0.95,7,7,55.0,622.0,1189.0,14.68887050204807,high
9,15,38208,720.9056603773585,159.28569689892046,0.22095220727708295,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0035596166853305556,80.18625298888888,11.532963899355625,7216.762769,11.530370622822865,-0.6228170041684751,0.95,7,7,51.0,613.0,1174.0,14.64091357607989,high
2,33,36330,685.4716981132076,151.8873068801068,0.22158071193629672,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003384654370238146,79.4160429,11.99806504860223,7147.443861,11.45427382116369,-1.1535114994755498,0.95,7,7,50.0,606.0,1162.0,14.631804325269398,high
9,38,34948,659.3962264150944,147.2705960028161,0.22334158143954597,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0032559014844779173,78.9775008888889,11.879591559988471,7107.97508,11.856343806562789,-2.398013729519314,0.95,7,7,52.0,605.0,1158.0,14.662403684172734,high
4,38,34800,656.6037735849056,145.216461720829,0.22116300204609013,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003242113187015896,78.80817121111112,11.812874994923256,7092.735409,11.460173514199047,-1.5504258614999276,0.95,7,7,50.0,602.0,1154.0,14.64315162077125,high
9,45,35191,663.9811320754717,147.5793776720798,0.22226441466909805,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003278540378283804,78.75056397777779,11.737117130307222,7087.550758,11.04409694999099,-4.3435298778392655,0.95,7,7,49.0,601.0,1152.0,14.628466665014322,high
10,8,35457,669.0,150.82185110000074,0.2254437236173404,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0033033220480466266,78.73142282222221,11.58096704354688,7085.828054,12.101550980940331,-1.7555957652904368,0.95,7,7,53.0,605.0,1156.0,14.682828768511916,high
9,18,36588,690.3396226415094,160.065724889716,0.2318651858301888,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0034086907266246435,78.41755203333334,11.360806434640464,7057.579683,12.703751713068348,-4.302645478425203,0.95,7,7,56.0,605.0,1154.0,14.716093145951094,high
3,8,35924,677.811320754717,150.1118886036184,0.22146559670392427,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0033468297163896273,77.84812705555555,11.694666913682898,7006.331435,11.617982602731605,-1.3940040305808739,0.95,7,7,51.0,596.0,1141.0,14.656743111953567,high
8,12,34935,659.1509433962265,145.93839535734762,0.22140360537968864,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003254690350241388,77.35237063333332,11.486500705328803,6961.713357,13.051268710716208,-2.6595881991916235,0.95,7,7,57.0,599.0,1140.0,14.73775128888864,high
4,45,34859,657.7169811320755,145.61096447495484,0.22138848266366237,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003247609873166296,76.3279953,11.795570968468528,6869.519577,11.587087396294008,-3.532678618254485,0.95,7,7,51.0,586.0,1120.0,14.673515210218026,high
1,28,32689,616.7735849056604,140.4292377935803,0.22768361231789763,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.003045443619838006,76.30497537777778,12.115115983560766,6867.447784,12.639493925061947,-3.7255066483109087,0.95,7,7,56.0,591.0,1125.0,14.743468488525751,high
10,12,32244,608.377358490566,136.0608215828911,0.22364543927221275,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0030039855632799004,75.17306536666668,11.675516832162003,6765.575883,11.567994384427566,-0.623011158130787,0.95,7,7,51.0,578.0,1104.0,14.686111236984848,high
8,33,35313,666.2830188679245,147.87265536973283,0.22193670134499588,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003289906407272768,75.14981817777777,11.948726728267259,6763.483636,11.696028737598747,-2.609544768156829,0.95,7,7,51.0,578.0,1104.0,14.690654305887051,high
2,50,34684,654.4150943396227,148.42240059555908,0.2268016154873899,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.003231306143059176,75.07209755555556,12.079279473309269,6756.48878,12.588711232745625,-1.8122500384295428,0.95,7,7,55.0,581.0,1107.0,14.745824827670328,high
9,36,33213,626.6603773584906,138.16822848033237,0.22048342846047078,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0030942616459873258,75.07083634444444,11.856081770259573,6756.375271,11.184228200578437,-3.840880584716797,0.95,7,7,49.0,575.0,1100.0,14.652827297046686,high
4,8,33496,632.0,139.47084062489688,0.22068170984952037,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0031206271066748404,74.896257,11.84486049279088,6740.66313,11.309077726015042,-4.824568458839699,0.95,7,7,50.0,575.0,1099.0,14.673630485966742,high
2,35,35033,661.0,148.50265472892548,0.22466362288793568,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0032638204391013757,74.75675112222221,12.021976978566705,6728.107601,12.16045303765175,-1.5091678478099682,0.95,7,7,53.0,577.0,1100.0,14.714390118446623,high
8,24,33231,627.0,140.3501116713266,0.2238438782636788,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0030959386010840583,74.74571933333333,11.840888382476761,6727.11474,11.812669930359315,-0.12596918741861976,0.95,7,7,52.0,576.0,1099.0,14.703183136133042,high
2,24,34966,659.7358490566038,146.22508347162764,0.22164186421084095,A,Y,AY,0.21981094050547123,0.2257762812282148,0.00325757843957465,74.74398322222223,12.000193104578159,6726.95849,11.641080373359134,-2.215963123462818,0.95,7,7,51.0,575.0,1098.0,14.690145650058856,high
10,10,33835,638.3962264150944,140.46137432687289,0.2200222503125244,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003152209760996633,74.61375942222222,11.70422536636689,6715.238348,11.458778713789178,-3.439063630280671,0.95,7,7,50.0,573.0,1095.0,14.675577379818717,high
9,8,33456,631.2452830188679,140.0343234930935,0.2218382097421675,A,Y,AY,0.21981094050547123,0.2257762812282148,0.003116900539793213,74.5343886,11.532748459819492,6708.094974,12.16848652568496,-2.435815457944517,0.95,7,7,53.0,575.0,1097.0,14.718038486734162,high
4,11,30151,568.8867924528302,127.53636892717763,0.22418584966138486,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002808992951198743,74.29546235555556,11.562472244215233,6686.591612,11.949136137386425,-2.93964562592683,0.95,7,7,53.0,574.0,1094.0,14.72499080447804,high
1,18,31305,590.6603773584906,131.7839057811377,0.22311282563169774,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0029165044057336957,73.96407572222222,12.071865926541339,6656.766815,12.073876204742643,-4.179752787837276,0.95,7,7,53.0,571.0,1089.0,14.72336386774876,high
8,2,29517,556.9245283018868,126.34565668718307,0.2268631569746486,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.002749926866124948,72.48553764444445,10.765706583251108,6523.698388,11.113914108831535,-3.308729002210829,0.95,7,7,49.0,557.0,1064.0,14.678790205283782,high
10,33,32313,609.6792452830189,137.83794464527844,0.226082724172926,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.003010413891150708,72.20022706666667,10.984179032415307,6498.020436,11.753171733393923,-2.9194006319399235,0.95,7,7,52.0,558.0,1063.0,14.722945386563262,high
2,46,30774,580.6415094339623,133.45455785795556,0.22983985073346477,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0028670342303800914,72.09054303333333,11.475426956363371,6488.148873,12.76985580201927,0.9153679459183305,0.95,7,7,56.0,561.0,1066.0,14.786960329971455,high
1,22,29791,562.0943396226415,124.74701540301218,0.22193252379442266,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0027754538492640963,71.38304792222222,11.316522994314143,6424.474313,11.012217847384598,-4.641479831271702,0.95,7,7,48.0,548.0,1048.0,14.681356855788554,high
1,25,29851,563.2264150943396,123.98753682860372,0.22013800046618195,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0027810436995865375,70.71490794444445,11.1426028550361,6364.3417150000005,10.900272665264913,-2.4146465018943504,0.95,7,7,48.0,544.0,1039.0,14.692800007832389,high
2,2,30718,579.5849056603773,127.82265869348706,0.22054173158261653,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0028618170367458126,70.53690075555556,11.240283892625953,6348.321068,11.909503356951133,-3.5041072845458983,0.95,7,7,52.0,546.0,1040.0,14.74405579009067,high
3,50,30665,578.5849056603773,129.95597390037435,0.22461003152518638,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0028568793356276564,70.49965481111111,10.871415223594656,6344.968933,11.13845616967271,-1.9548000194408275,0.95,7,7,49.0,543.0,1036.0,14.695107412592906,high
2,7,30803,581.188679245283,128.86024877955873,0.22171844253211095,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002869735991369271,70.48152612222222,11.29977188367861,6343.337351,11.558457996351454,-0.8068224589029948,0.95,7,7,51.0,545.0,1038.0,14.727263399489976,high
2,31,30751,580.2075471698113,132.35781318522768,0.2281214951974592,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0028648914544231554,69.49843761111111,10.91039369939317,6254.859385,11.650083309008108,-1.143805397881402,0.95,7,7,51.0,538.0,1024.0,14.734144179325943,high
10,50,30260,570.9433962264151,127.62149793196156,0.22352740880350175,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002819147845951178,69.14891751111112,10.232116721808845,6223.402576,11.085262091238524,-3.5830538149233218,0.95,7,7,49.0,534.0,1018.0,14.721850126380124,high
8,6,29474,556.1132075471698,125.7727897038879,0.22616400401391254,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0027459208067271987,69.02476816666666,10.680173464116569,6212.229135,11.442594651422358,-2.606107485735858,0.95,7,7,50.0,534.0,1017.0,14.73384159066438,high
4,33,30056,567.0943396226415,125.9282860860686,0.2220587956668098,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0028001423548548784,68.81835074444444,10.488390163611248,6193.651567,10.571161794109225,-3.4181603890878183,0.95,7,7,47.0,529.0,1011.0,14.690849011397091,high
10,24,30329,572.2452830188679,127.85176297036308,0.22342126141413313,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0028255761738219857,68.76812804444445,10.502432052815289,6189.131524,10.244693688176548,-3.998998048570421,0.95,7,7,45.0,527.0,1008.0,14.657953163252245,high
5,28,27480,518.4905660377359,114.28399555518726,0.22041673087426944,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002560151447678069,67.82683581111111,10.882427682683776,6104.415223,12.063512941726316,-3.370559904310438,0.95,7,7,53.0,528.0,1003.0,14.78765724518278,high
1,36,28389,535.6415094339623,119.04622475512197,0.22224981197018087,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0026448376800630533,67.41692063333333,10.614242442935756,6067.522857,11.25187914799701,-5.989548421789099,0.95,7,7,49.0,521.0,993.0,14.729239939639506,high
9,12,30203,569.8679245283018,128.95959977626995,0.22629734755296851,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.002813837488144859,65.30875857777778,9.99931005874633,5877.788272,11.629776064795886,-4.475357451262298,0.95,7,7,51.0,509.0,966.0,14.791277939383386,high
1,8,28591,539.4528301886793,120.88958185654943,0.2240966681262327,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0026636568428152724,65.08081905555557,10.23085053186764,5857.273715,11.799196564052503,-3.6859735700819227,0.95,7,7,52.0,508.0,964.0,14.812351995402691,high
3,46,27598,520.7169811320755,115.41370025302798,0.2216438188785594,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0025711448199788704,65.02945246666667,10.137911313942045,5852.650722,10.950036895653925,-1.1181434772632741,0.95,7,7,48.0,504.0,959.0,14.747163994523437,high
10,46,26962,508.7169811320755,112.21688775938976,0.22058805174867063,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0025118924065609936,64.5985139,10.006987423314468,5813.866251,11.588910472942453,-0.31779643871166086,0.95,7,7,51.0,504.0,956.0,14.799102057980935,high
3,14,27567,520.1320754716982,114.33773146251498,0.21982441932431143,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0025682567306456092,63.59756734444444,10.04195057929647,5723.781061,9.9767252620506,-3.886392339070638,0.95,7,7,44.0,490.0,935.0,14.701820195983908,high
3,2,27322,515.5094339622641,115.59588471539536,0.22423621586691878,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002545431508495641,63.34156285555556,9.893399332439216,5700.740657,10.749625225443056,-4.010865529378255,0.95,7,7,47.0,491.0,934.0,14.745452399554754,high
4,50,28230,532.6415094339623,121.99370953827322,0.22903530306512507,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0026300245767085844,62.56930723333334,9.706526803631151,5631.237651,12.068732659088424,-3.215112050374349,0.95,7,7,53.0,491.0,929.0,14.847535334466386,high
6,18,26337,496.92452830188677,110.7835465874096,0.22293837449719822,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0024536647990355646,62.39098356666667,9.897834350309774,5615.188521,11.934666233159387,-5.556115736784759,0.95,7,7,52.0,489.0,926.0,14.841888155370091,high
6,13,26589,501.6792452830189,113.79481764340748,0.2268278361390273,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0024771421703898176,61.70216887777777,9.919872604991841,5553.195199,12.169304820516128,-2.7187361540617765,0.95,7,7,53.0,485.0,917.0,14.861714210021237,high
6,25,25222,475.8867924528302,109.21602805332446,0.2295000193016492,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.002349786747210199,61.41747382222222,9.861890086154997,5527.572644,10.069522256271568,-0.8863016340467665,0.95,7,7,44.0,474.0,904.0,14.718938174121263,high
8,9,26236,495.0188679245283,110.00917628963744,0.22223228934863487,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0024442552176594553,61.33769458888889,9.372469890105831,5520.392513,11.324011775388264,0.14633223922164348,0.95,7,7,50.0,480.0,909.0,14.819598390394383,high
8,48,26027,491.07547169811323,111.23620900805976,0.22651550610624224,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0024247839057029517,61.14162662222222,9.696480670850034,5502.746396,10.754670786002833,-1.1005393981933593,0.95,7,7,47.0,475.0,903.0,14.768988819669385,high
3,31,27455,518.0188679245283,117.81153309189635,0.22742710813587713,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.002557822343377052,61.09139084444444,9.67691958620717,5498.225176,9.87952976098853,-4.435920475147388,0.95,7,7,43.0,471.0,899.0,14.715657764104641,high
10,31,26832,506.2641509433962,112.51087997703847,0.22223750144540247,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0024997810641957043,60.778267955555556,9.116671112704516,5470.044116,11.371430061895726,-2.949441104465061,0.95,7,7,50.0,476.0,901.0,14.824377697943962,high
3,6,27314,515.3584905660377,114.05786222851683,0.22131751841954278,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0025446861951193152,60.41999065555556,9.25505381932101,5437.799159,11.753788427502718,-2.4538978152804907,0.95,7,7,52.0,475.0,898.0,14.862630567411877,high
6,15,27314,515.3584905660377,120.17008688643435,0.23317765999051843,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0025446861951193152,60.16339167777778,9.580798284446377,5414.705251,10.885237377964785,-6.11969881410952,0.95,7,7,48.0,470.0,891.0,14.809670385140599,high
10,7,26869,506.9622641509434,115.21884899618556,0.22727302827786053,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.00250322813856121,60.141978155555556,9.047206756705771,5412.778034,11.209130445287542,-2.6325193617078995,0.95,7,7,49.0,470.0,891.0,14.81494336111548,high
10,14,27188,512.9811320754717,115.74482719227967,0.2256317434600126,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0025329475094421888,59.24653558888888,8.903575993835661,5332.188203,10.381588422285054,-1.9143371158176,0.95,7,7,46.0,461.0,876.0,14.785674660853678,high
1,12,26143,493.2641509433962,115.14976050334091,0.23344441367391153,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0024355909496596713,58.10062425555555,8.79189156324684,5229.056183,10.732399425242493,-3.7205529530843098,0.95,7,7,47.0,454.0,861.0,14.819117884394704,high
1,11,26055,491.60377358490564,109.46747666327506,0.22267419931504812,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0024273925025200906,58.01598465555555,8.670193104551966,5221.438619,10.160305819044146,-1.7905950051766855,0.95,7,7,45.0,452.0,858.0,14.789027629092198,high
5,13,26390,497.92452830188677,110.04838954132225,0.22101419650208715,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002458602500153721,57.90614955555556,9.019739198251436,5211.55346,11.882755827919064,-2.806807765254268,0.95,7,7,52.0,458.0,863.0,14.903425743616951,high
9,46,25244,476.3018867924528,105.55341063353453,0.22161031387962804,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002351836358995094,57.359892599999995,8.529426096220583,5162.390334,11.41034052446719,-2.276956303914388,0.95,7,7,50.0,452.0,854.0,14.888451865755412,high
8,43,25902,488.7169811320755,109.80058451548399,0.22467110567989543,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002413138384197866,57.10194815555555,8.570130599987493,5139.175334,11.174457641415737,-1.907750165020978,0.95,7,7,49.0,449.0,849.0,14.868144212648888,high
6,38,25168,474.8679245283019,105.56169135698822,0.22229695017166146,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002344755881920002,56.86123203333333,8.93509222621434,5117.510883,11.291430102117463,-1.7379691512496382,0.95,7,7,50.0,449.0,847.0,14.895913607771805,high
4,14,25277,476.92452830188677,108.86545137084154,0.22826557434246952,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0023549107766724364,56.83670517777778,8.355918905845533,5115.303466,10.75274414716115,-2.387781369244611,0.95,7,7,47.0,445.0,843.0,14.831964614472396,high
4,7,25293,477.22641509433964,107.83920392978149,0.22597073531326528,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0023564014034250878,56.75936763333333,8.303847359053696,5108.343087,11.346589615170016,-2.4970551526104963,0.95,7,7,50.0,448.0,845.0,14.887410399966349,high
2,32,23405,441.60377358490564,101.62380468076323,0.23012440282334765,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0021805074466122714,56.5664843,8.637076288496017,5090.983587,10.73098828375053,0.5131125838668258,0.95,7,7,47.0,443.0,839.0,14.832104388004188,high
4,2,25294,477.24528301886795,106.63144752990186,0.22343111880623065,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0023564945675971284,56.19617057777778,8.39187339686449,5057.655352,10.040160948258338,-3.57654502303512,0.95,7,7,44.0,438.0,831.0,14.787484475474397,high
4,6,25025,472.1698113207547,104.29262379866498,0.22087948297019955,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0023314334053181835,56.06195103333333,8.572873141553043,5045.575593,9.811403495843726,-2.654585576940466,0.95,7,7,43.0,436.0,828.0,14.769375391657125,high
5,25,25389,479.0377358490566,105.68093530567722,0.2206108775926934,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0023653451639409936,54.63239076666667,8.617010052943833,4916.915169,10.622181788342484,-3.9138421093976055,0.95,7,7,47.0,430.0,812.0,14.862977596349904,high
7,13,24121,455.1132075471698,102.41218759678918,0.22502574282284427,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0022472129937934028,54.57260967777778,8.30625432881751,4911.534871,11.153013312719636,-6.135325933385778,0.95,7,7,49.0,432.0,814.0,14.91590753688044,high
5,8,24182,456.2641509433962,103.5372751427078,0.22692397579040252,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0022528960082878846,54.517345000000006,8.597555948946667,4906.56105,10.189906231229767,-3.925480877911603,0.95,7,7,45.0,427.0,809.0,14.839313983467095,high
6,8,24031,453.41509433962267,103.82556265239828,0.2289856776903628,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.002238828218309741,54.38642591111111,8.54283890584321,4894.778332,11.6310775217239,-4.3163043269404655,0.95,7,7,51.0,432.0,813.0,14.94858296680063,high
7,28,24956,470.8679245283019,107.47683788681185,0.22825262093288298,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0023250050774473764,54.26828128888889,8.210394327811562,4884.145316,10.424299672225088,-0.7371205647786458,0.95,7,7,46.0,426.0,806.0,14.852137949779214,high
6,45,25242,476.2641509433962,105.37098399015596,0.2212448360462034,A,Y,AY,0.21981094050547123,0.2257762812282148,0.002351650030651013,53.83014078888889,8.287513180581438,4844.712671,10.239366071873302,-3.491296174791124,0.95,7,7,45.0,422.0,799.0,14.842985515002072,high
7,15,25022,472.1132075471698,106.75775244365857,0.22612744303068918,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0023311539128020617,53.6974765,7.970140627689052,4832.772885,9.937833604952353,-1.6948555133960865,0.95,7,7,44.0,420.0,796.0,14.823787855282175,high
6,22,25003,471.75471698113205,109.05360461371868,0.23116590187285888,A,Z,AZ,0.21981094050547123,0.2257762812282148,0.0023293837935332885,53.61475235555556,8.17294935839496,4825.327712,10.151572055888039,-2.1454370851869937,0.95,7,7,45.0,421.0,796.0,14.846660014788235,high
8,26,24052,453.811320754717,100.60051548341966,0.2216791668310844,A,Y,AY,0.21981094050547123,0.2257762812282148,0.0022407846659225953,53.51474265555556,8.374863110324652,4816.326839,10.460051428462982,0.05495010658546728,0.95,7,7,46.0,421.0,796.0,14.874405827257853,high
